TF	Gene
SP1	NLK
SP1	NFYC
SP1	NFE2L1
SP1	NFE2
SP1	NDUFAF3
SP1	NDE1
SP1	NCKAP5L
SP1	NAT9
SP1	MYLPF
SP1	MUS81
SP1	MTRNR2L2
SP1	MSTO2P
SP1	MSTO1
SP1	MIR636
SP1	MIR548H4
SP1	MIR484
SP1	MIR3193
SP1	MIR26B
SP1	MEX3C
SP1	MEIG1
SP1	MEF2D
SP1	MECP2
SP1	MDC1
SP1	MCTS1
SP1	MBTD1
SP1	MBD6
SP1	MAT2A
SP1	MAST1
SP1	MAPKAPK3
SP1	MAP3K6
SP1	MAP3K11
SP1	MAFG-AS1
SP1	MAF1
SP1	LY75-CD302
SP1	LY75
SP1	LRRC8E
SP1	LRRC3-AS1
SP1	LOC652276
SP1	LOC100506421
SP1	LOC100506068
SP1	LOC100128822
SP1	LGALS12
SP1	LDHB
SP1	LCAT
SP1	KRT19
SP1	KREMEN2
SP1	KLF7
SP1	KLF5
SP1	KIF1C
SP1	KIAA2018
SP1	KIAA1875
SP1	KDM5B-AS1
SP1	KDM3A
SP1	KCTD9
SP1	KCTD21
SP1	KCNH8
SP1	KCND1
SP1	JUND
SP1	JUN
SP1	IVNS1ABP
SP1	ITGB1
SP1	ITGAV
SP1	ITGAM
SP1	IRF5
SP1	IP6K2
SP1	INSR
SP1	ING1
SP1	INCA1
SP1	IGFBP2
SP1	IGF2BP1
SP1	IFNGR1
SP1	IER5L
SP1	IDI1
SP1	IDH1
SP1	ID1
SP1	HTRA2
SP1	HSPA8
SP1	HRAS
SP1	HOXB7
SP1	HNRNPUL1
SP1	HNRNPU
SP1	HES1
SP1	HERPUD2
SP1	HDAC6
SP1	GZF1
SP1	GRM2
SP1	GRK6
SP1	GPT
SP1	GPSM3
SP1	GPR137
SP1	GPC3
SP1	GPANK1
SP1	GGT7
SP1	GGA1
SP1	GEMIN7
SP1	FZD2
SP1	FXR2
SP1	FRYL
SP1	FOSL1
SP1	FNTA
SP1	FLJ90757
SP1	FLII
SP1	FKBP8
SP1	FKBP14
SP1	FDXR
SP1	FBXL19-AS1
SP1	FBXL19
SP1	FASN
SP1	FARP2
SP1	FAM40B
SP1	FAM214B
SP1	FAM20B
SP1	EXOC3
SP1	EVI5L
SP1	ERI3
SP1	EPO
SP1	EHMT2
SP1	EGLN2
SP1	EGFL7
SP1	EDA
SP1	DUSP5
SP1	DNPEP
SP1	DNAJC4
SP1	DKKL1
SP1	DHFR
SP1	DDX5
SP1	DDIT4
SP1	DDI2
SP1	DCUN1D4
SP1	DCAF15
SP1	DACT3
SP1	CYP46A1
SP1	CTTNBP2NL
SP1	CTF1
SP1	CTDSP1
SP1	CSRNP1
SP1	CS
SP1	CRTC2
SP1	CRHR1
SP1	CRELD2
SP1	CORO1C
SP1	CLC
SP1	CHTF8
SP1	CHPF
SP1	CHP1
SP1	CHD6
SP1	CELSR3
SP1	CDKN2D
SP1	CDKN2B
SP1	CDKL3
SP1	CDKL2
SP1	CDK5
SP1	CDK2
SP1	CDH3
SP1	CDC25A
SP1	CD83
SP1	CD3EAP
SP1	CCNT2
SP1	CCND2
SP1	CCL20
SP1	CBX8
SP1	CAMTA1
SP1	CALM3
SP1	CADM1
SP1	C9orf169
SP1	C22orf25
SP1	C1orf27
SP1	C19orf55
SP1	C17orf81
SP1	C17orf61-PLSCR3
SP1	C17orf61
SP1	C11orf68
SP1	C10orf76
SP1	C10orf140
SP1	BZW1
SP1	BTK
SP1	BRSK1
SP1	BPNT1
SP1	BMF
SP1	BCL3
SP1	BCAR1
SP1	BAG1
SP1	ATPAF2
SP1	ATF2
SP1	ARVCF
SP1	ARRB2
SP1	ARNTL
SP1	ARID4A
SP1	ARID1A
SP1	ARHGEF19
SP1	ARAP1
SP1	APLP2
SP1	ALKBH7
SP1	AKTIP
SP1	AKT1S1
SP1	AGT
SP1	AGPAT1
SP1	ADK
SP1	ACTR5
SP1	ACO2
SP1	ABCG1
SMAD4	CDKN2B
SMAD4	CDKN1A
SMAD3	MYC
SMAD1	ID3
SMAD1	ID2
RXRA	CPT1A
RXRA	APOC3
RXRA	APOA5
RXRA	APOA1
RXRA	ACSL3
RXRA	ACOX1
RORA	ARNTL
REST	ZNF367
REST	ZBTB48
REST	ZBTB4
REST	VIP
REST	VGF
REST	UROD
REST	UCN
REST	TRIQK
REST	TNR
REST	TMEM198
REST	TMEM131
REST	TAOK3
REST	SYT6
REST	SYT4
REST	SYP
REST	STX10
REST	STMN3
REST	STMN2
REST	SOGA3
REST	SNX17
REST	SNAP25
REST	SLC5A1
REST	SLC39A9
REST	SLC18A3
REST	SCN2A
REST	SCHIP1
REST	SCAMP5
REST	RUNDC3A
REST	RTN2
REST	RNF41
REST	RIMKLA
REST	RGS20
REST	RDH13
REST	PTPRN
REST	PHYHIPL
REST	PDGFB
REST	PDE2A
REST	PCSK2
REST	PCDHGB8P
REST	PCDHGB7
REST	PCDHGB5
REST	PCDHGB2
REST	PCDHGB1
REST	PCDHGA3
REST	PAQR4
REST	OPRM1
REST	OMG
REST	OLFM3
REST	OGDHL
REST	NXPH1
REST	NRSN1
REST	NPTX2
REST	NPAS4
REST	NEFM
REST	NAV1
REST	MIR9-3
REST	MIR124-3
REST	MIR124-2
REST	MGAT5B
REST	METTL5
REST	MAPT-IT1
REST	MAPT
REST	MAD2L1BP
REST	LRIT2
REST	LOC643669
REST	LOC200726
REST	LOC147670
REST	LOC100130155
REST	LINC00485
REST	LIN28A
REST	LHX3
REST	LGI4
REST	KRT86
REST	KCNH6
REST	KCNH4
REST	JAGN1
REST	IRF9
REST	IQSEC3
REST	IGSF10
REST	HSPA1L
REST	HOXA6
REST	HIST1H2BK
REST	HIC1
REST	HHATL
REST	GRM4
REST	GRIN1
REST	GPS2
REST	GNAS
REST	FAM78A
REST	FAM155B
REST	ENOX1
REST	DNER
REST	DNAJC6
REST	DLGAP3
REST	CTNNA2
REST	CRKL
REST	CRH
REST	CPNE4
REST	COL5A3
REST	CLVS1
REST	CLK2
REST	CHRNB2
REST	CHKA
REST	CHAT
REST	CENPB
REST	CELF6
REST	CELF4
REST	CDK5R1
REST	CCDC97
REST	CARTPT
REST	CALB1
REST	CADPS
REST	CABLES1
REST	BSX
REST	BMF
REST	BDNF
REST	ATP6V1B2
REST	ANKS1B
REST	ALKBH6
RELB	CD40
RELA	ZBTB10
RELA	TRAF1
RELA	TNF
RELA	TLCD1
RELA	SORL1
RELA	SOCS3
RELA	SNX20
RELA	SMAD3
RELA	RELB
RELA	ORAI1
RELA	NOS2
RELA	NFKBIZ
RELA	NFKBIB
RELA	NFKBIA
RELA	NFKB1
RELA	NFAT5
RELA	MMP9
RELA	MLLT6
RELA	MIR4734
RELA	MIR330
RELA	MAML2
RELA	LTA
RELA	LPXN
RELA	IL8
RELA	IL6
RELA	IL4I1
RELA	IL1R1
RELA	IFNB1
RELA	F3
RELA	EML2
RELA	EBI3
RELA	CXCL3
RELA	CXCL2
RELA	CXCL11
RELA	CXCL10
RELA	CSF3
RELA	CD40
RELA	CCND1
RELA	CCL2
RELA	C1orf200
RELA	C12orf61
RELA	BIRC3
RELA	BIRC2
RELA	BCL3
RELA	BCL2L1
RELA	BCL2
RELA	ASB2
RELA	ARL6IP5
REL	NFKBIA
REL	ICAM1
REL	CXCL3
REL	CXCL2
REL	CXCL1
REL	CCL2
PPARG	UCP1
PPARG	PCK1
PPARG	CYP27A1
PPARG	CD36
PPARG	ANGPTL4
PPARG	ADIPOQ
PPARD	LPL
PPARD	CPT1B
PPARD	ANGPTL4
PPARA	UCP1
PPARA	LPL
PPARA	HMGCS2
PPARA	FADS2
PPARA	FABP1
PPARA	CYP7A1
PPARA	CYP4A11
PPARA	CPT1A
PPARA	APOC3
PPARA	APOA1
PPARA	ANGPTL4
PPARA	ACSL1
PPARA	ACOX2
PPARA	ACOX1
POU2F2	SNORA38
POU2F2	REL
POU2F2	PRRC2A
POU2F2	NDUFA4L2
POU2F2	LYN
POU2F2	LOC100506779
POU2F2	HIST2H2BE
POU2F2	H3F3B
POU2F2	GADD45A
POU2F1	UROS
POU2F1	TSC22D3
POU2F1	SLC38A6
POU2F1	SCGB1A1
POU2F1	PRRX1
POU2F1	PRL
POU2F1	MYC
POU2F1	LPL
POU2F1	JAG2
POU2F1	HNF1B
POU2F1	HIST2H2BE
POU2F1	GNRH1
POU2F1	GCM1
POU2F1	GADD45A
POU2F1	ENPP2
POU2F1	CCND1
POU2F1	BFSP2
PAX6	GCK
PAX5	VPS13A
PAX5	SPAG9
PAX5	SEC1
PAX5	RNF13
PAX5	RERE
PAX5	RAB40C
PAX5	PATZ1
PAX5	KLF10
PAX5	IFT74
PAX5	FAM43A
PAX5	EFCAB5
PAX5	DEPDC5
PAX5	CAP1
PAX5	BHLHE40
NFYA	ZSWIM4
NFYA	ZBTB20
NFYA	WDR81
NFYA	WDR63
NFYA	WASF2
NFYA	USP21
NFYA	UBXN11
NFYA	UBE2T
NFYA	UBE2F-SCLY
NFYA	UBE2F
NFYA	TTK
NFYA	TTC9C
NFYA	TNRC6B
NFYA	TMEM184C
NFYA	THAP8
NFYA	TAF1C
NFYA	SUDS3
NFYA	STMN4
NFYA	STARD7
NFYA	SNORA84
NFYA	SMAD2
NFYA	SLC7A8
NFYA	SLC1A5
NFYA	SKA2
NFYA	SIX4
NFYA	SIRT2
NFYA	SETD5
NFYA	SERF2
NFYA	SCFD2
NFYA	RBM4
NFYA	RAB11B
NFYA	PRPF40A
NFYA	PRDM10
NFYA	PRCP
NFYA	PPP1R10
NFYA	PPM1B
NFYA	PHF6
NFYA	PHF5A
NFYA	PER1
NFYA	OSBPL9
NFYA	OS9
NFYA	NUP37
NFYA	NFATC4
NFYA	MRE11A
NFYA	MIS12
NFYA	MIR4666A
NFYA	MIR4258
NFYA	MIR3651
NFYA	MIR3143
NFYA	MIR301B
NFYA	MIR301A
NFYA	MIR130B
NFYA	MAPKAPK3
NFYA	MAP3K14
NFYA	LOC645431
NFYA	LOC149837
NFYA	LOC100507373
NFYA	LOC100499177
NFYA	LOC100133315
NFYA	LIN52
NFYA	LDB1
NFYA	LCLAT1
NFYA	KIAA0195
NFYA	KDM4A
NFYA	KBTBD8
NFYA	ISL2
NFYA	IARS
NFYA	HSPA1L
NFYA	HSCB
NFYA	HNRNPUL2-BSCL2
NFYA	HNRNPUL2
NFYA	HMGB3
NFYA	HIST3H2BB
NFYA	HIST1H3J
NFYA	HIST1H3B
NFYA	HIST1H2BC
NFYA	HIST1H2AH
NFYA	HIST1H2AB
NFYA	HEY1
NFYA	HCP5
NFYA	GTPBP3
NFYA	GSK3B
NFYA	GCDH
NFYA	GART
NFYA	FDPS
NFYA	EMC6
NFYA	ELMO1
NFYA	COPZ1
NFYA	CKS1B
NFYA	CHP1
NFYA	CHAC1
NFYA	CERS6
NFYA	CENPF
NFYA	CDC23
NFYA	CCNF
NFYA	CCDC96
NFYA	CCDC102A
NFYA	CAT
NFYA	CASP2
NFYA	CAND1
NFYA	CAB39L
NFYA	C15orf43
NFYA	C14orf1
NFYA	BAHCC1
NFYA	AURKA
NFYA	ATM
NFYA	ATG2A
NFYA	ALDH6A1
NFYA	AGFG2
NFYA	ACTL6B
NFYA	ACTB
NFKB2	VCAM1
NFKB2	TRAF1
NFKB2	TP53
NFKB2	SORL1
NFKB2	RAB35
NFKB2	NOS2
NFKB2	NFKBIZ
NFKB2	NFKBIB
NFKB2	NFKB1
NFKB2	NFAT5
NFKB2	MIR4734
NFKB2	MIR330
NFKB2	MAML2
NFKB2	LTA
NFKB2	LPXN
NFKB2	IL4I1
NFKB2	EML2
NFKB2	CREB1
NFKB2	BCL2L1
NFKB2	BCL2
NFKB1	ZBTB10
NFKB1	VEGFC
NFKB1	VEGFA
NFKB1	VCAM1
NFKB1	TRAF2
NFKB1	TNF
NFKB1	TLR2
NFKB1	TLCD1
NFKB1	SORL1
NFKB1	SOCS3
NFKB1	SMAD3
NFKB1	SDC4
NFKB1	RIPK2
NFKB1	REV3L
NFKB1	RELB
NFKB1	RAB35
NFKB1	PLAU
NFKB1	ORAI1
NFKB1	NR4A2
NFKB1	NFKBIZ
NFKB1	NFKBIB
NFKB1	NFKBIA
NFKB1	NFKB2
NFKB1	NFAT5
NFKB1	MMP9
NFKB1	MIR4734
NFKB1	MIR330
NFKB1	MAP3K8
NFKB1	MAML2
NFKB1	LPXN
NFKB1	JUNB
NFKB1	IRF1
NFKB1	IL8
NFKB1	IL6
NFKB1	IL4I1
NFKB1	IL1R1
NFKB1	IFNB1
NFKB1	HLA-B
NFKB1	EML2
NFKB1	EBI3
NFKB1	CXCL5
NFKB1	CXCL3
NFKB1	CXCL2
NFKB1	CXCL11
NFKB1	CXCL10
NFKB1	CSF3
NFKB1	CREB1
NFKB1	CD83
NFKB1	CD80
NFKB1	CCND1
NFKB1	CCL2
NFKB1	C1orf200
NFKB1	C12orf61
NFKB1	BIRC3
NFKB1	BIRC2
NFKB1	BCL2L1
NFKB1	BCL2
NFKB1	B2M
NFKB1	ASB2
NFKB1	ARL6IP5
NFIC	SFTPC
NFIC	GOT1
NFIC	COL1A1
MYC	ZNRF3
MYC	ZNFX1
MYC	ZNF771
MYC	ZNF512
MYC	ZNF503-AS2
MYC	ZNF296
MYC	ZNF292
MYC	ZNF259
MYC	ZNF146
MYC	ZIC5
MYC	ZC3HAV1L
MYC	ZBTB49
MYC	ZBTB12
MYC	YWHAH
MYC	YIF1A
MYC	YBX1
MYC	XPO4
MYC	XK
MYC	WRN
MYC	WDR46
MYC	WDR36
MYC	VKORC1L1
MYC	VGF
MYC	VASP
MYC	VAC14
MYC	UXT
MYC	UTP18
MYC	USPL1
MYC	USP36
MYC	USP3
MYC	USP2
MYC	UROD
MYC	UNC93B1
MYC	UHRF1
MYC	UCP3
MYC	UBXN10
MYC	UBN1
MYC	UBE2G2
MYC	UBE2D3
MYC	UBE2C
MYC	UBE2B
MYC	UBAP2L
MYC	TYMP
MYC	TYK2
MYC	TXNDC12
MYC	TXN
MYC	TUBG2
MYC	TUBA4A
MYC	TSPAN4
MYC	TSC2
MYC	TRPM7
MYC	TRMT6
MYC	TRIP13
MYC	TRIM44
MYC	TRAPPC8
MYC	TRAP1
MYC	TPP2
MYC	TOMM5
MYC	TOMM20
MYC	TNXB
MYC	TNXA
MYC	TNPO2
MYC	TNFRSF8
MYC	TMF1
MYC	TMEM5
MYC	TMEM127
MYC	TMED10
MYC	TLE3
MYC	TIMM8A
MYC	TIMM50
MYC	THRAP3
MYC	TGS1
MYC	TGFBRAP1
MYC	TFRC
MYC	TERT
MYC	TEF
MYC	TCOF1
MYC	TCIRG1
MYC	TCERG1
MYC	TBL1X
MYC	TBK1
MYC	TATDN2
MYC	TAF6L
MYC	TAF6
MYC	TAF4B
MYC	SYNGAP1
MYC	SYNCRIP
MYC	SYBU
MYC	SURF6
MYC	SUPT5H
MYC	SULT1A4
MYC	SULT1A3
MYC	SUGP2
MYC	STX10
MYC	STOM
MYC	STMN1
MYC	STK4
MYC	STAT6
MYC	STAT3
MYC	ST6GAL1
MYC	SSB
MYC	SRSF7
MYC	SRSF1
MYC	SRPR
MYC	SRP54
MYC	SRD5A1
MYC	SQSTM1
MYC	SPRYD4
MYC	SPIB
MYC	SOD2
MYC	SOD1
MYC	SNRPA
MYC	SNORD86
MYC	SNORD82
MYC	SNORD57
MYC	SNORD56
MYC	SNORD19B
MYC	SNORD19
MYC	SNORD110
MYC	SNORD104
MYC	SNORD101
MYC	SNORD100
MYC	SNORA76
MYC	SNORA51
MYC	SNORA33
MYC	SNORA14B
MYC	SMC3
MYC	SMAD2
MYC	SLMO1
MYC	SLC7A5
MYC	SLC7A2
MYC	SLC6A15
MYC	SLC39A7
MYC	SLC39A6
MYC	SLC39A14
MYC	SLC38A9
MYC	SLC2A4
MYC	SLC25A3
MYC	SLC19A1
MYC	SLC16A6
MYC	SIGMAR1
MYC	SIAH2
MYC	SHMT1
MYC	SGPP1
MYC	SFXN2
MYC	SET
MYC	SERPINE2
MYC	SERF2
MYC	SEMA6D
MYC	SEC1
MYC	SDF4
MYC	SCML2
MYC	RSU1
MYC	RPS6KA5
MYC	RPS28
MYC	RPS27A
MYC	RPS12
MYC	RPL32
MYC	RPL19
MYC	RPL13
MYC	RPL10
MYC	RHOG
MYC	RGS16
MYC	RFX5
MYC	REXO2
MYC	REPIN1
MYC	RCOR2
MYC	RCC1
MYC	RBM4
MYC	RBM15B
MYC	RBBP8
MYC	RAPGEF3
MYC	RANBP1
MYC	RAN
MYC	RAD54L
MYC	RABEP1
MYC	RAB3IL1
MYC	RAB3A
MYC	QTRT1
MYC	PYGL
MYC	PYCRL
MYC	PYCR1
MYC	PWP1
MYC	PTGES3
MYC	PTGES2
MYC	PTDSS1
MYC	PTBP1
MYC	PSMC4
MYC	PSMA1
MYC	PSEN2
MYC	PRSS21
MYC	PRPSAP1
MYC	PRPS2
MYC	PRKRIR
MYC	PRELID1
MYC	PRDX3
MYC	PQBP1
MYC	PPRC1
MYC	PPM1A
MYC	PPID
MYC	PPAT
MYC	PPARGC1B
MYC	PPA1
MYC	POLG2
MYC	POLE3
MYC	POLD4
MYC	POGK
MYC	PMS2
MYC	PMS1
MYC	PLXDC1
MYC	PLOD3
MYC	PLEKHN1
MYC	PLCB3
MYC	PLAGL1
MYC	PLA2G12A
MYC	PKN2
MYC	PIEZO1
MYC	PHPT1
MYC	PFN2
MYC	PFKFB4
MYC	PFDN6
MYC	PEX3
MYC	PER1
MYC	PDE2A
MYC	PCID2
MYC	PCF11
MYC	PCBP1
MYC	PAICS
MYC	PA2G4
MYC	OSGEP
MYC	OGT
MYC	ODC1
MYC	OAF
MYC	NXT1
MYC	NUP88
MYC	NUP62
MYC	NTRK1
MYC	NTPCR
MYC	NPW
MYC	NPM3
MYC	NOP56
MYC	NOL6
MYC	NOD1
MYC	NME1
MYC	NLN
MYC	NHLRC1
MYC	NFKBIA
MYC	NFIX
MYC	NFE2L3
MYC	NFAT5
MYC	NEK8
MYC	NDUFS6
MYC	NDUFAF2
MYC	NAT10
MYC	NAP1L1
MYC	NAB2
MYC	NAA15
MYC	N6AMT1
MYC	MXD4
MYC	MTHFD1
MYC	MTERF
MYC	MSL2
MYC	MRPL40
MYC	MPST
MYC	MPHOSPH6
MYC	MON1A
MYC	MNT
MYC	MKLN1
MYC	MIR92A1
MYC	MIR762
MYC	MIR497HG
MYC	MIR4736
MYC	MIR4514
MYC	MIR4492
MYC	MIR20A
MYC	MIR19B1
MYC	MIR19A
MYC	MIR18A
MYC	MIR17
MYC	MIR153-1
MYC	MIR142
MYC	MIR1292
MYC	MINA
MYC	MGEA5
MYC	MFNG
MYC	MEX3C
MYC	MEX3A
MYC	METTL3
MYC	METTL1
MYC	METAP1D
MYC	MET
MYC	MEPCE
MYC	MEN1
MYC	MEF2D
MYC	MDN1
MYC	MDM2
MYC	MCCC2
MYC	MBNL1
MYC	MBLAC2
MYC	MARS
MYC	MAPRE2
MYC	MAPRE1
MYC	MAP4K5
MYC	MAP4K3
MYC	MAP3K5
MYC	MAN2A2
MYC	M6PR
MYC	LY86
MYC	LTBR
MYC	LSS
MYC	LSM1
MYC	LOC80054
MYC	LOC728463
MYC	LOC645212
MYC	LOC389791
MYC	LOC340037
MYC	LOC284023
MYC	LOC256880
MYC	LOC147727
MYC	LOC100630918
MYC	LOC100506779
MYC	LOC100506710
MYC	LOC100293534
MYC	LINGO1
MYC	LINC00303
MYC	LEPREL4
MYC	LENG9
MYC	LEF1
MYC	LDHA
MYC	LAMP1
MYC	LAGE3
MYC	KLHL21
MYC	KLF9
MYC	KIAA1432
MYC	KIAA0664
MYC	KHK
MYC	KHDRBS1
MYC	KDM4B
MYC	KCNQ5
MYC	KCNH4
MYC	KCNH2
MYC	KANSL1-AS1
MYC	KANSL1
MYC	JARID2
MYC	IVNS1ABP
MYC	ITGB1
MYC	ISG20
MYC	IRF2
MYC	INSR
MYC	INSM1
MYC	INO80
MYC	ING1
MYC	IMPA2
MYC	ILK
MYC	IL15RA
MYC	IGF2BP1
MYC	IFRD2
MYC	IFI30
MYC	ID2
MYC	ICAM2
MYC	HSPE1-MOB4
MYC	HSPB9
MYC	HSPA8
MYC	HSF2BP
MYC	HSD11B2
MYC	HRSP12
MYC	HPS5
MYC	HOXD13
MYC	HOXB3
MYC	HOXA5
MYC	HOXA-AS3
MYC	HNRNPH3
MYC	HNRNPA2B1
MYC	HNRNPA1P10
MYC	HNF1A
MYC	HMMR
MYC	HMGN2
MYC	HMBS
MYC	HIRA
MYC	HIF1A
MYC	HES1
MYC	HERPUD1
MYC	HDAC2
MYC	HBP1
MYC	HADHB
MYC	H2AFZ
MYC	GYG1
MYC	GTPBP1
MYC	GSTP1
MYC	GPX1
MYC	GPR56
MYC	GNS
MYC	GNL1
MYC	GIT1
MYC	GAS8
MYC	G6PC3
MYC	FZD7
MYC	FUS
MYC	FPGS
MYC	FOXJ3
MYC	FLJ39051
MYC	FLJ33630
MYC	FLII
MYC	FKBP11
MYC	FKBP10
MYC	FJX1
MYC	FGF9
MYC	FGF8
MYC	FBXO32
MYC	FBXL19
MYC	FASTK
MYC	FASN
MYC	FAM3C
MYC	FAM214B
MYC	FAM173B
MYC	FAM155B
MYC	FAM129B
MYC	FAM123B
MYC	FAM113A
MYC	FAM108B1
MYC	FADS3
MYC	EXOSC5
MYC	ETS2
MYC	ESRRA
MYC	ESD
MYC	ERCC8
MYC	EPM2A
MYC	EPC1
MYC	EPB42
MYC	EPB41
MYC	ENOPH1
MYC	ENO3
MYC	ENO1
MYC	ELK1
MYC	EIF5A2
MYC	EIF4E
MYC	EIF4A1
MYC	EIF3K
MYC	EIF3H
MYC	EIF3F
MYC	EIF2S3
MYC	EHMT2
MYC	EFTUD2
MYC	EBNA1BP2
MYC	E2F1
MYC	DRAP1
MYC	DPM2
MYC	DPM1
MYC	DPAGT1
MYC	DNMT3A
MYC	DNAJC8
MYC	DNAAF2
MYC	DMTF1
MYC	DLEU2
MYC	DKC1
MYC	DHX40
MYC	DHRS4-AS1
MYC	DERL1
MYC	DDX42
MYC	DDX3X
MYC	DDX18
MYC	DDX1
MYC	DDIT3
MYC	DDB1
MYC	DCK
MYC	DBP
MYC	DBI
MYC	DAZAP1
MYC	CUTA
MYC	CTSF
MYC	CTSC
MYC	CTF1
MYC	CSTF3
MYC	CSDA
MYC	CPSF1
MYC	CPEB4
MYC	CPEB1
MYC	COMTD1
MYC	CNPY2
MYC	CLINT1
MYC	CLCN2
MYC	CITED2
MYC	CHRM1
MYC	CHD3
MYC	CGREF1
MYC	CFDP1
MYC	CENPM
MYC	CELSR3
MYC	CEBPZ
MYC	CEBPA
MYC	CDKL3
MYC	CDK6
MYC	CDK5R1
MYC	CDC16
MYC	CD97
MYC	CD3EAP
MYC	CD164
MYC	CCNE2
MYC	CCND2
MYC	CCDC78
MYC	CCDC6
MYC	CCDC12
MYC	CCDC116
MYC	CBX8
MYC	CBX3
MYC	CBS
MYC	CATSPERD
MYC	CASP8
MYC	CABLES1
MYC	C9orf43
MYC	C9orf156
MYC	C6orf108
MYC	C4B
MYC	C4A
MYC	C20orf72
MYC	C2
MYC	C1orf51
MYC	C1orf122
MYC	C19orf54
MYC	C12orf66
MYC	C12orf61
MYC	C11orf68
MYC	C10orf71
MYC	BZRAP1
MYC	BRIX1
MYC	BRD2
MYC	BRCA2
MYC	BOP1
MYC	BOLA2B
MYC	BOLA2
MYC	BNIP3L
MYC	BNIP3
MYC	BMP4
MYC	BMI1
MYC	BHLHE40
MYC	BHLHA15
MYC	BEND3
MYC	BCL3
MYC	BCL2
MYC	BCAT1
MYC	BBC3
MYC	B4GALT2
MYC	B3GALT6
MYC	AVP
MYC	ATXN3
MYC	ATXN10
MYC	ATP6V0B
MYC	ATP5S
MYC	ATG5
MYC	ATG14
MYC	ATF7IP
MYC	ATF7
MYC	ATF6
MYC	ATAD3B
MYC	ATAD3A
MYC	ASS1
MYC	ASPHD1
MYC	ARSB
MYC	ARRB2
MYC	ARFGEF2
MYC	ARF6
MYC	ARF4
MYC	ARF1
MYC	AQR
MYC	APP
MYC	APEX1
MYC	AP3M1
MYC	AP1S2
MYC	ANKRD13B
MYC	AMDHD2
MYC	AMD1
MYC	ALG1
MYC	ALDOA
MYC	ALDH18A1
MYC	AKR7A2
MYC	AKR1A1
MYC	AKAP9
MYC	AKAP11
MYC	AIMP2
MYC	AHSG
MYC	AGMAT
MYC	AGAP3
MYC	ADK
MYC	ACVR2B
MYC	ACTG1
MYC	ACHE
MYC	ACACA
MYC	ABTB2
MYC	ABHD1
MYC	ABCC4
MYC	ABCB6
MYB	PDE4DIP
MYB	CSRP1
MAX	ZPBP2
MAX	ZNRF3
MAX	ZNRF2
MAX	ZNFX1
MAX	ZNF783
MAX	ZNF771
MAX	ZNF574
MAX	ZNF512
MAX	ZNF503-AS2
MAX	ZNF296
MAX	ZNF292
MAX	ZIC5
MAX	ZCWPW1
MAX	ZCCHC2
MAX	ZC3HAV1L
MAX	ZBTB49
MAX	YTHDF1
MAX	YIPF2
MAX	YBX1
MAX	XPO4
MAX	WT1-AS
MAX	WT1
MAX	WRAP53
MAX	VPS26A
MAX	VPS16
MAX	VPS11
MAX	VKORC1L1
MAX	VGF
MAX	VDAC2
MAX	VAC14
MAX	UTP18
MAX	USP36
MAX	USP32
MAX	USP31
MAX	USP3
MAX	USP2
MAX	USO1
MAX	UPRT
MAX	UNC93B1
MAX	UHRF1
MAX	UBXN10
MAX	UBN1
MAX	UBE4B
MAX	UBE2B
MAX	UBAP2L
MAX	UBA1
MAX	TXNDC5
MAX	TXNDC12
MAX	TUG1
MAX	TUBA4A
MAX	TTLL11
MAX	TSPAN4
MAX	TRUB2
MAX	TRPM7
MAX	TRMT6
MAX	TRIM27
MAX	TRIM25
MAX	TRIB1
MAX	TRAPPC8
MAX	TRADD
MAX	TP53INP1
MAX	TOP1
MAX	TOMM5
MAX	TOM1L2
MAX	TNPO2
MAX	TNFRSF21
MAX	TMEM88
MAX	TMEM86A
MAX	TMEM222
MAX	TMEM108
MAX	TMED10
MAX	TLE3
MAX	TIMM8A
MAX	TIMM50
MAX	TGIF2-C20ORF24
MAX	TGIF2
MAX	TGFB2
MAX	TEX10
MAX	TESK2
MAX	TERT
MAX	TEF
MAX	TCOF1
MAX	TCERG1
MAX	TBL1X
MAX	TBKBP1
MAX	TBK1
MAX	TBCEL
MAX	TBC1D5
MAX	TBC1D17
MAX	TATDN2
MAX	TAF6L
MAX	TAF4B
MAX	TAF11
MAX	SYNGAP1
MAX	SYNCRIP
MAX	SYBU
MAX	SUGP2
MAX	STXBP2
MAX	STEAP3
MAX	STAT3
MAX	STAG3
MAX	ST7-OT4
MAX	ST7
MAX	ST6GAL1
MAX	SRSF1
MAX	SRM
MAX	SPRYD4
MAX	SPPL3
MAX	SPATA5L1
MAX	SP9
MAX	SOCS2
MAX	SNX2
MAX	SNORD88C
MAX	SNORD88A
MAX	SNORD86
MAX	SNORD82
MAX	SNORD57
MAX	SNORD56
MAX	SNORD19B
MAX	SNORD19
MAX	SNORD110
MAX	SNORD104
MAX	SNORD101
MAX	SNORD100
MAX	SNORA76
MAX	SNORA51
MAX	SNORA33
MAX	SNORA14B
MAX	SMYD4
MAX	SMNDC1
MAX	SMC3
MAX	SMAD7
MAX	SMAD3
MAX	SMAD2
MAX	SLX1B-SULT1A4
MAX	SLX1A-SULT1A3
MAX	SLMO1
MAX	SLC7A5
MAX	SLC7A2
MAX	SLC6A15
MAX	SLC4A2
MAX	SLC43A1
MAX	SLC39A8
MAX	SLC37A3
MAX	SLC36A1
MAX	SLC35A5
MAX	SLC33A1
MAX	SLC31A2
MAX	SLC25A39
MAX	SLC25A33
MAX	SLC16A6
